timestamp,close,volume,quote_asset_volume
2025-03-18,2.0,0.0,0.0
2025-03-19,2.0,0.0,0.0
2025-03-20,2.0,0.0,0.0
2025-03-21,2.0,0.0,0.0
2025-03-22,2.0,0.0,0.0
2025-03-23,2.0,0.0,0.0
2025-03-24,2.0,0.0,0.0
2025-03-25,2.0,0.0,0.0
2025-03-26,2.0,0.0,0.0
2025-03-27,2.0,0.0,0.0
2025-03-28,2.0,0.0,0.0
2025-03-29,2.0,0.0,0.0
2025-03-30,2.0,0.0,0.0
2025-03-31,2.0,0.0,0.0
2025-04-01,2.0,0.0,0.0
2025-04-02,2.0,0.0,0.0
2025-04-03,2.0,0.0,0.0
2025-04-04,2.0,0.0,0.0
2025-04-05,2.0,0.0,0.0
2025-04-06,2.0,0.0,0.0
2025-04-07,2.0,0.0,0.0
2025-04-08,2.0,0.0,0.0
2025-04-09,2.0,0.0,0.0
2025-04-10,2.0,0.0,0.0
2025-04-11,2.0,0.0,0.0
2025-04-12,2.0,0.0,0.0
2025-04-13,2.0,0.0,0.0
2025-04-14,2.0,0.0,0.0
2025-04-15,2.0,0.0,0.0
2025-04-16,2.0,0.0,0.0
